site,author,game,score,score_adj,stars_mean,company,platform,genre,score_deviation
Vandal,Sergio Martín,Mechstermination Force,8.2,4.1,4.17,Hörberg Productions3,Switch PS4,Acción Arcade,1.7073170731707388
meristation,Salva Fernàndez,The Evil Within 2,8.5,4.25,3.9,Bethesda,PS4 PC Xbox One,"Acción, Aventura, Survival Horror                    ",-8.235294117647063
Vandal,Alberto González,FIFA 14,8.9,4.45,4.0,EA,Android iPhone PSP PS2 Wii Nintendo Nintendo 3DS VitaITA PC 360 PS3 Xbox One PS4,Deportes Fútbol,-10.112359550561802
meristation,Pablo González,Naruto: Ninja Destiny II,4.0,2.0,2.83,Tomy,DS,"Acción, Arcade                    ",41.5
3D Juegos,Carlos Gallego,SnowRunner,7.5,3.75,2.83,None,PC PS4 Xbox One,None,-24.53333333333333
Gamereactor,Sam Bishop,11-11: Memories Retold,8.0,4.0,4.4,Bandai Namco," PS4, Xbox One, PC",Aventura,10.000000000000009
3D Juegos,Álvaro Castellano,Grand Ages: Medieval,7.0,3.5,3.33,None,PC PS4 Linux,None,-4.857142857142856
3D Juegos,Sergio Martín,N.O.V.A. 3,8.0,4.0,4.0,None,Android iPhone,None,0.0
Gamereactor,Juan A. Fonseca,The Legend of Zelda: Link's Awakening,9.0,4.5,3.86,Nintendo, Nintendo Switch,Acción,-14.222222222222225
Vandal,Carlos Leiva,Bubsy: The Woolies Strike Back,4.5,2.25,2.4,Accolade,PS4 PC,Plataformas 2D Plataformas,6.666666666666663
meristation,Juan Porteiro,Journey,8.2,4.1,4.0,Sony,PS3 PC iPhone iPad PS4,Aventura                    ,-2.439024390243894
3D Juegos,Álvaro Castellano,Beyond: Dos Almas,7.5,3.75,3.2,None,PC PS4 PS3,None,-14.66666666666666
Vandal,José Manuel González,Guardian Heroes XBLA,8.0,4.0,3.67,SEGA,360,Beat'em up Plataformas 2D Xbox Live Arcade,-8.250000000000002
Gamereactor,Jonas Mäki,The Walking Dead,8.0,4.0,3.33,Telltale Games," iPhone, Mac, PC, PS Vita, PS3, PSN, XBLA, 360",Aventura,-16.75
meristation,Francisco J. Brenlla,Nioh: El Fin de la Masacre,8.5,4.25,3.43,KoeTec,PS4,"Acción, RPG                    ",-19.294117647058822
meristation,Juan Porteiro,Colin McRae: DiRT 2,8.5,4.25,3.81,Codemasters,PC PS3 360,"Conducción, Simulación                    ",-10.352941176470589
3D Juegos,Álvaro Castellano y Jesús Bella,Assassin's Creed Unity,7.5,3.75,3.38,None,PC PS4 Xbox One,None,-9.866666666666667
3D Juegos,Alberto Pastor,Anomaly 2,7.5,3.75,3.75,None,PC PS4 PS3 360 Mac Linux Android iPhone,None,0.0
Vandal,Carlos Leiva,Battlefield 3,8.5,4.25,3.0,EA,PS3 PC 360,Shooter en primera persona Shooter multijugador,-29.411764705882355
3D Juegos,Alejandro Pascual,The Beginner’s Guide,9.0,4.5,3.75,None,PC Mac Linux,None,-16.666666666666664
meristation,Juan Sanz,Call of Duty: Modern Warfare 2 - Paquete Resurrección,7.0,3.5,3.75,None,360,"Acción, First Person Shooter                    ",7.142857142857142
Vandal,Juanma Huesca,Orcs Must Die!,8.0,4.0,3.67,Robot Entertainment,PC 360,Hack and Slash Tower defense (Defensa con torres),-8.250000000000002
Gamereactor,Bengt Lemne,Middle Manager of Justice,6.0,3.0,3.67,Dracogen, iPhone,Estrategia,22.33333333333333
Gamereactor,Matti Isotalo,Tales of Berseria,7.0,3.5,3.2,Bandai Namco," PC, PS4",RPG,-8.571428571428566
Vandal,Juan Rubio,Rocket League,8.0,4.0,3.5,Psyonix,Switch PS4 PC Xbox One,Deporte futurista Deportes,-12.5
meristation,Redacción,Go Vacation,7.0,3.5,3.6,Nintendo,Switch,"Deportes, Minigames                    ",2.85714285714286
meristation,faserranoacosta,Flashback,4.0,2.0,2.29,None,PS3 360,"Acción, Plataformas                    ",14.500000000000002
Gamereactor,Ernesto J. Pérez-Durias,Dragon Ball Fusions,7.0,3.5,3.43,Bandai Namco, Nintendo Nintendo 3DS,RPG,-1.999999999999996
meristation,Cristian Ciuraneta,Star Wars Pinball,8.2,4.1,3.75,Zen Studios,Switch iPhone iPad Android,"Acción, Arcade                    ",-8.53658536585365
3D Juegos,Jesús Bella,Devil's Third,6.0,3.0,2.86,None,Wii U,None,-4.666666666666671
3D Juegos,Alberto Pastor,All Zombies Must Die!,6.3,3.15,3.0,None,PC PS3 360,None,-4.761904761904759
3D Juegos,Jesús Bella,Pokémon SoulSilver,9.0,4.5,4.12,None,DS,None,-8.444444444444441
meristation,Salva Fernàndez,Shovel Knight: Treasure Trove,9.0,4.5,4.17,Yacht Club Games,Switch PC PS4 Xbox One,"Acción, Plataformas                    ",-7.333333333333335
Vandal,Pedro Iglesias,Forza Horizon,9.0,4.5,3.33,Playground,360,Carreras arcade Coches Kinect,-26.0
3D Juegos,Sergio Martín,LittleBigPlanet Karting,7.5,3.75,3.6,None,PS3,None,-3.999999999999997
3D Juegos,Jesús Bella,Fragile Dreams,7.5,3.75,3.8,None,Wii,None,1.3333333333333286
meristation,Will van Dijk,The Munchables,7.0,3.5,3.38,None,Wii,Plataformas                    ,-3.4285714285714315
meristation,Albert Gil,Gran Turismo 5 Prologue,8.5,4.25,4.17,None,PS3,"Conducción, Simulación                    ",-1.882352941176472
3D Juegos,Jesús Bella,Dragon Quest Builders 2,8.5,4.25,3.86,None,PC PS4 Switch,None,-9.176470588235297
Vandal,Alberto González,Solstice Arena,7.0,3.5,3.0,Zynga,iPhone PC,Acción Rol,-14.285714285714285
meristation,Javier de Pascual,Vertigo,3.0,1.5,2.43,Playlogic Games,Wii,Plataformas                    ,62.00000000000002
Vandal,Daniel Escandell,Might & Magic Duel of Champions - Forgotten Wars PSN,4.0,2.0,3.33,Ubisoft,PS3 360,Cartas coleccionables (Card Battle) PS Network,66.5
meristation,Will van Dijk,Broken Sword: La leyenda de los Templarios,7.0,3.5,3.5,None,Wii,Aventura Gráfica                    ,0.0
Gamereactor,Mike Holmes,Saints Row: Gat Out of Hell,6.0,3.0,3.25,Deep Silver," PC, PS3, PS4, 360, Xbox One",Acción,8.333333333333332
meristation,Pablo González,Super Mario Land 2: 6 Golden Coins,9.8,4.9,3.8,None,Game Boy,Plataformas                    ,-22.44897959183675
revogamers,Arturo Albero, Tharsis,5.0,2.5,2.67,None,Nintendo Switch,None,6.799999999999998
Vandal,Alberto González,Lara Croft y el Guardián de la Luz,8.0,4.0,3.25,Square Enix,iPhone,Shooter en tercera persona,-18.75
3D Juegos,Alberto Pastor,Rock of Ages,8.0,4.0,3.5,None,PC PS3 360,None,-12.5
3D Juegos,Sergio Martín,Samurai Shodown,8.5,4.25,4.0,None,PC PS4 XSeries Xbox One Switch,None,-5.882352941176469
3D Juegos,Jesús Bella,Dragon Ball: Origins 2,8.2,4.1,3.8,None,DS,None,-7.317073170731704
3D Juegos,Sergio Martín,Disgaea 3: Absence of Detention,7.8,3.9,3.17,None,Vita,None,-18.71794871794872
3D Juegos,Álvaro Castellano,PES 2014,7.0,3.5,3.05,None,PC Nintendo 3DS PS3 360 PSP PS2,None,-12.857142857142858
Vandal,José Manuel González,Crazy Machines Elements XBLA,6.0,3.0,3.67,DTP,360 PS3 PC,Puzle,22.33333333333333
meristation,Jose Luis López de Garayo,Outward,8.3,4.15,3.74,Deep Silver,PC PS4 Xbox One,"Acción, RPG                    ",-9.87951807228916
3D Juegos,Sergio Martín,Mobius Final Fantasy,7.0,3.5,3.0,None,PC Android iPhone,None,-14.285714285714285
meristation,salbaFR,Metal Gear Rising: Revengeance,8.9,4.45,3.65,None,PS3 360 PC,"Acción, Beat'em up                    ",-17.977528089887645
Vandal,Ramón Varela,Ace Combat Infinity PSN,7.5,3.75,3.0,Bandai Namco,PS3,Simulación Simulador de vuelo,-20.0
Vandal,Juan Rubio,Mercenary Kings,8.0,4.0,3.67,Tribute Games,PC PS4 VitaITA Xbox One Switch,Plataformas 2D Run and gun,-8.250000000000002
meristation,Nacho Requena,Pillars of Eternity: Complete Edition,9.0,4.5,4.0,505 Games,PS4 Switch Xbox One,"Acción, RPG                    ",-11.111111111111109
meristation,Juan Porteiro,Forza Motorsport 3,9.5,4.75,3.69,Microsoft,360,"Conducción, Simulación                    ",-22.315789473684205
3D Juegos,Alejandro Pascual,Sekiro: Shadows Die Twice,9.5,4.75,3.93,None,PC PS4 Xbox One Stadia,None,-17.263157894736842
meristation,Aarón Rodríguez,Berserk and the Band of the Hawk,7.8,3.9,3.86,None,PS3 PS4 Vita PC,"Acción, Beat'em up                    ",-1.0256410256410264
Gamereactor,David Caballero,Donkey Kong Country Returns 3D,7.0,3.5,3.0,Nintendo, Nintendo Nintendo 3DS,Plataformas,-14.285714285714285
Vandal,Saúl González,Expeditions: Viking,7.0,3.5,3.6,Logic Artists,PC,Tactical RPG,2.85714285714286
Vandal,Luis Vázquez,Minecraft: Story Mode - Episode 5: Order Up!,7.5,3.75,3.75,Telltale Games,PS4 PC Xbox One PS3 360 Android iPhone,Aventura narrativa,0.0
revogamers,Carlos Firás,Gurumin 3D: A Monstrous Adventure,5.5,2.75,3.33,None,eShop,None,21.090909090909093
Gamereactor,Mike Holmes y Eirik Hyldbakk Furu,Tetris Effect,9.0,4.5,3.6,Enhance, PS4,Puzle,-20.0
Vandal,Jorge Cano,Pokémon X/Y,9.2,4.6,4.67,Nintendo,Nintendo Nintendo 3DS,JRPG Rol,1.5217391304347891
meristation,Fabio Rodriguez,Destiny 2: Bastión de Sombras,8.5,4.25,4.0,Bungie,PC PS4 Stadia Xbox One,"Acción, First Person Shooter                    ",-5.882352941176469
3D Juegos,Álvaro Castellano,Ratchet and Clank: Atrapados en el Tiempo,8.6,4.3,4.0,None,PS3,None,-6.976744186046507
3D Juegos,Alberto Pastor,Zack Zero,8.1,4.05,4.0,None,PC PS3 Mac,None,-1.2345679012345634
3D Juegos,Alberto Pastor,Guacamelee! Super Turbo Championship Edition,8.5,4.25,4.0,None,PC PS4 Xbox One Switch 360 Wii U,None,-5.882352941176469
Gamereactor,José Manuel Bringas,Shadows of the Damned,7.0,3.5,3.4,EA Games," PS3, 360",Acción,-2.85714285714286
Vandal,Ramón Varela,Little Witch Academia: Chamber of Time,6.5,3.25,3.4,Bandai Namco,PS4 PC,Action-RPG,4.615384615384613
meristation,None,Far Cry 3: Blood Dragon,8.0,4.0,3.33,None,360 PC PS3,"Acción, First Person Shooter                    ",-16.75
revogamers,Marcos Catalán, Degrees of Separation,6.5,3.25,3.0,Moondrop,Nintendo Switch,"Plataformas, Puzle",-7.6923076923076925
meristation,Pablo González,Asura's Wrath,7.0,3.5,3.0,Capcom,PS3 360,"Acción, Aventura                    ",-14.285714285714285
meristation,Sergi Blanch,"Warhammer 40,000: Dawn of War III",8.0,4.0,3.75,None,PC,"Strategy, Real-Time                    ",-6.25
meristation,Cristian Ciuraneta,Unmechanical,7.5,3.75,3.0,None,iPhone PC iPad,"Aventura, Puzzle                    ",-20.0
Vandal,Carlos Leiva,The Banner Saga 3,8.5,4.25,4.0,Versus Evil,PC Switch PS4 Xbox One Android iPhone,Tactical RPG,-5.882352941176469
3D Juegos,Alberto Pastor,Brutal Legend,8.1,4.05,3.38,None,PC PS3 360,None,-16.543209876543212
meristation,Cristian Ciuraneta,Total Recall,5.5,2.75,2.5,None,iPhone iPad Android,"Acción, First Person Shooter                    ",-9.090909090909092
3D Juegos,Alejandro Pascual,Los Pilares de la Tierra,8.0,4.0,3.6,None,PC PS4 Xbox One Mac Linux Android iPhone,None,-9.999999999999998
Gamereactor,Bengt Lemne (Gamereactor EU),Pirates vs Ninjas vs Zombies vs Pandas,6.0,3.0,3.5,Pan Vision, iPhone,Puzle,16.666666666666664
3D Juegos,Álvaro Castellano,Forza Motorsport 6,9.0,4.5,4.0,None,Xbox One,None,-11.111111111111109
Vandal,Juan Rubio,Silent Hill: Book of Memories,6.3,3.15,2.33,Konami,VitaITA,Aventura de acción Survival Horror Terror,-26.031746031746028
Vandal,Alberto González,BioShock,9.1,4.55,3.67,Take-Two Interactive,iPhone,Aventura de acción Shooter en primera persona,-19.34065934065934
meristation,Xevi Costa,Kinect Sports,8.0,4.0,4.0,Microsoft,360,Deportes                    ,0.0
Gamereactor,Mike Holmes,Destiny: La Casa de los Lobos,8.0,4.0,3.25,Activision," PS3, PS4, 360, Xbox One",Acción,-18.75
3D Juegos,Alberto Pastor,Pier Solar and the Great Architects,7.0,3.5,2.75,None,PC PS4 Xbox One PS3 Wii U Vita Mac DC,None,-21.428571428571427
revogamers,David Gómez,IMPLOSION,7.0,3.5,2.5,None,Nintendo Nintendo 3DS,None,-28.57142857142857
Gamereactor,Jonas Mäki,Mr.Torgue's Campaign of Carnage,8.0,4.0,4.0,Take-Two Interactive," PS3, 360, PC, Mac, PS Vita",Acción,0.0
Vandal,Ramón Nafria,Legrand Legacy,7.2,3.6,3.2,SEMISOFT,PC Switch Xbox One PS4,JRPG Rol,-11.111111111111107
meristation,Cristian Ciuraneta,LostWinds2: Winter of the Melodias,8.2,4.1,4.0,None,iPhone iPad,Plataformas                    ,-2.439024390243894
3D Juegos,José Manuel González,SBK-08 Superbike World Championship,6.2,3.1,4.2,None,PC PS3 360 PSP PS2,None,35.483870967741936
3D Juegos,Sergio Martín,La Tierra-Media: Sombras de Mordor - El Señor de la Caza,7.0,3.5,3.33,None, PC PS4 Xbox One,None,-4.857142857142856
Vandal,Alberto González,Quadropus Rampage,7.8,3.9,3.5,Butterscotch Shenanigans,Android iPhone,Acción,-10.256410256410255
Gamereactor,Bengt Lemne,Tales from the Borderlands - Episodio 1,9.0,4.5,3.5,Take-Two Interactive," PC, PS4, 360, Xbox One",Aventura,-22.222222222222218
Vandal,Olga Cid,Typoman eShop,6.0,3.0,2.33,Headup Games,Wii U,Plataformas de puzles,-22.33333333333333
meristation,Cristian Ciuraneta,Tortugas A La Carrera,5.0,2.5,3.0,None,iPhone iPad,"Acción, Arcade                    ",20.0
Vandal,José Manuel González,Bionic Commando Rearmed 2 PSN,7.0,3.5,4.0,Capcom,PS3 360,Metroidvania PS Network Plataformas 2D Run and gun,14.285714285714285
meristation,Azucena Ruíz,SuperEpic: The Entertainment War,8.5,4.25,4.0,Numskull Games,PC Switch PS4 Xbox One,"Plataformas, Acción                    ",-5.882352941176469
revogamers,Carlos Firás,Death Squared,9.7,4.85,4.14,None,Nintendo Nintendo 3DS,None,-14.63917525773196
Vandal,Jorge Cano,Orion: Dino Horde,3.5,1.75,3.33,Spiral Game Studios,PC,Shooter en primera persona Shooter multijugador,90.28571428571428
meristation,Salva Fernàndez,Battlefield 3: Back to Karkand,7.5,3.75,3.57,EA DICE,PS3 PC 360,"Acción, First Person Shooter                    ",-4.800000000000004
Vandal,Jorge Cano,Tappingo eShop,7.0,3.5,4.0,CIRCLE Entertainment,Nintendo Nintendo 3DS,Puzle,14.285714285714285
meristation,César Otero,Botanicula,9.0,4.5,4.18,None,PC,Aventura Gráfica                    ,-7.111111111111118
3D Juegos,Álvaro Castellano,Mercenaries 2: World in Flames,6.9,3.45,2.78,None,PC PS3 360 PS2,None,-19.420289855072472
3D Juegos,Jesús Bella,Dr. Mario World,7.0,3.5,3.4,None,Android iPhone,None,-2.85714285714286
Vandal,Carlos Leiva,Donkey Kong Country: Tropical Freeze,9.4,4.7,3.83,Nintendo,Switch Wii U,Plataformas 2D Plataformas,-18.510638297872344
meristation,Javier de Pascual,Enemy Territory: Quake Wars,6.5,3.25,3.0,None,PS3 PC 360,"Acción, First Person Shooter                    ",-7.6923076923076925
Gamereactor,Kieran Harris,Need for Speed Payback,6.0,3.0,3.25,EA," PS4, Xbox One, PC",Carreras,8.333333333333332
meristation,None,Superdimension Neptunia VS Sega Hard Girls,7.0,3.5,3.43,None,Vita,"RPG, Turn Based                    ",-1.999999999999996
meristation,Ramón Méndez,Lara Croft and the Guardian of Light,7.0,3.5,4.17,None,PS3 360 PC,"Acción, Aventura                    ",19.142857142857142
3D Juegos,Sergio Martín,"Hora de Aventuras: Finn y Jake, investigadores",6.5,3.25,3.25,None,PC PS4 Xbox One Nintendo 3DS PS3 360 Wii U,None,0.0
meristation,None,LEGO El Señor de los Anillos,8.2,4.1,3.92,Warner Bros.,PS3 360 Vita Nintendo 3DS PC DS,"Acción, Aventura                    ",-4.390243902439018
Gamereactor,Petter Hegevall,L.A. Noire,9.0,4.5,3.88,Take-Two Interactive," PS3, 360, PC, Nintendo Switch, PS4, Xbox One",Acción,-13.777777777777779
3D Juegos,Sergio Martín,Naruto to Boruto: Shinobi Striker,7.0,3.5,3.6,None,PC PS4 Xbox One,None,2.85714285714286
Gamereactor,Christian Gaca,Gravity Rush,9.0,4.5,4.0,Sony," PS Vita, PS4",Acción,-11.111111111111109
revogamers,Alberto Comeche, Paper Wars Cannon Fodder Devastated,4.5,2.25,3.25,None,"eShop, Nintendo Switch",None,44.444444444444436
meristation,Azucena Ruíz,Harry Potter: Wizards Unite,7.0,3.5,3.86,Warner Bros.,iPhone iPad Android,Aventura                    ,10.285714285714283
meristation,salbaFR,SNK 40th Anniversary Collection,7.0,3.5,3.4,NIS America,Switch PS4,Acción                    ,-2.85714285714286
meristation,Salva Fernàndez,Ultra Street Fighter IV,9.0,4.5,3.29,None,PS3 360 PC PS4,Acción                    ,-26.88888888888889
3D Juegos,Sergio Martín,Okamiden,8.4,4.2,3.67,None,DS,None,-12.619047619047626
Vandal,Jorge Cano,Monaco: What's yours is mine,8.5,4.25,4.33,Majesco Entertainment,PC 360 Switch,Aventura de acción Aventura de exploración y puzles Sigilo,1.882352941176472
Vandal,Jorge Cano,Shadow Complex Remastered,8.0,4.0,4.25,Epic Games,Xbox One PC PS4,Metroidvania Plataformas 2D,6.25
meristation,César Otero,Fable Heroes,6.5,3.25,3.11,None,360,"Acción, RPG                    ",-4.307692307692312
3D Juegos,Sergio Martín,Micro Machines World Series,7.5,3.75,3.75,None,PC PS4 Xbox One Mac Linux,None,0.0
revogamers,Marcos Catalán,3Souls,4.0,2.0,2.25,None,"eShop, Nintendo Nintendo 3DS",None,12.5
meristation,Cristian Ciuraneta,Wake the Cat,6.0,3.0,3.25,None,iPad iPhone,Puzzle                    ,8.333333333333332
meristation,Carlos Forcada,Rigid Force Alpha,7.5,3.75,3.17,com8com1 Software,PC,"Acción, Shoot'em up                    ",-15.466666666666667
revogamers,Arturo Albero,Noitu Love: Devolution,7.0,3.5,3.75,None,"eShop, Wii U",None,7.142857142857142
3D Juegos,Álvaro Castellano,John Wick Hex,7.5,3.75,3.6,None,PC PS4 Xbox One Switch Mac,None,-3.999999999999997
meristation,sermella,Sea of Solitude,8.0,4.0,3.22,Jo-Mei Games,PC PS4 Xbox One,"Acción, Aventura                    ",-19.5
3D Juegos,Alberto Pastor y Alejandro Pascual,Spyro: Reignited Trilogy,8.5,4.25,3.71,None, PC PS4 Xbox One Switch,None,-12.705882352941178
revogamers,Gorka Méndez, Lumo,8.0,4.0,4.25,None,Nintendo Switch,None,6.25
Gamereactor,Ben Lyons,Chocobo's Mystery Dungeon Every Buddy!,8.0,4.0,3.75,Square Enix, Nintendo Switch,RPG,-6.25
meristation,Roberto García,Back to the Future: The Game - Citizen Brown,7.5,3.75,3.6,Telltale Games,PC PS3,Aventura Gráfica                    ,-3.999999999999997
meristation,Juan Porteiro,Virtua Tennis 2009,7.0,3.5,3.46,None,PC PS3 360,Deportes                    ,-1.1428571428571441
Gamereactor,Bengt Lemne,Don't Starve para PS4,8.0,4.0,3.6,Klei Entertainment," PC, PS4, PS Vita, PS3, Xbox One, Wii U, Mac, iPhone, Nintendo Switch",Simulación,-9.999999999999998
meristation,Juan Porteiro,Los Cazafantasmas El videojuego,7.0,3.5,3.69,None,PS3 360 PC,Acción                    ,5.428571428571427
Gamereactor,Gillen McAllister,Nail'd,5.0,2.5,2.75,Deep Silver," PC, PS3, 360",Carreras,10.0
meristation,Carlos Millán,Black Mirror II,8.0,4.0,3.62,DTP Entertainment,PC,Aventura Gráfica                    ,-9.499999999999996
Gamereactor,Christian Gaca,Touch My Katamari,8.0,4.0,4.0,Namco, PS Vita,Plataformas,0.0
Vandal,Alfonso Arribas,Rust,7.5,3.75,3.67,Facepunch Studios,PC PS4 Xbox One,Aventura de acción MMO Supervivencia,-2.1333333333333355
Vandal,Fran G. Matas,Cloudpunk,6.0,3.0,2.83,Maple Whispering Limited,PC PS4 Xbox One Switch,Simulación Simulador social,-5.666666666666664
Vandal,Alberto González,Final Fantasy IX,9.0,4.5,5.0,Square Enix,iPhone PS One PS3 Android PC PS4 Xbox One Switch,JRPG Rol,11.111111111111109
meristation,Javi Andrés,Klonoa,7.5,3.75,3.75,Bandai Namco,Wii,Plataformas                    ,0.0
meristation,Nacho Ortiz,Killer Instinct,8.5,4.25,4.0,None,Xbox One,Acción                    ,-5.882352941176469
revogamers,Wences A. Machado, The Bug Butcher,7.0,3.5,3.75,None,Nintendo Switch,None,7.142857142857142
3D Juegos,Álvaro Castellano,Fairytale Fights,5.7,2.85,2.83,None,PC PS3 360,None,-0.7017543859649129
meristation,Fran García,Super Mario Run,9.0,4.5,4.0,Nintendo,iPhone iPad Android,"Acción, Plataformas                    ",-11.111111111111109
Vandal,Alberto González,UFC Undisputed 3,9.2,4.6,4.0,THQ,360 PS3,Lucha MMA,-13.043478260869561
Vandal,Carlos Leiva,Final Fantasy VII Remake,9.0,4.5,3.77,Square Enix,PS4,JRPG Rol,-16.22222222222222
3D Juegos,Sergio Martín,Digimon Story: Cyber Sleuth - Hacker’s Memory,7.0,3.5,3.75,None,PS4 Vita,None,7.142857142857142
Vandal,Carlos Leiva,A.O.T. Wings of Freedom,7.5,3.75,3.55,KoeTec,PS4 PS3 VitaITA Xbox One PC,Acción Hack and Slash,-5.3333333333333375
Gamereactor,Stefan Briesenick,Dark Souls III: The Ringed City,9.0,4.5,4.0,Bandai Namco," PC, PS4, Xbox One",RPG,-11.111111111111109
Vandal,Juan Rubio,The Council,7.6,3.8,3.75,Focus Home Interactive,PS4 PC Xbox One,Aventura narrativa,-1.315789473684206
Vandal,Luis Vázquez,Deformers,6.5,3.25,3.25,GameTrust Games,PS4 Xbox One PC,Arcade Multijugador Online,0.0
Gamereactor,Jonas Mäki,Star Wars Jedi: Fallen Order,8.0,4.0,3.67,EA," PC, PS4, Xbox One",Acción,-8.250000000000002
Vandal,Sara Borondo,Sid Meier's Civilization: Beyond Earth - Rising Tide,9.0,4.5,4.0,Take-Two Interactive,PC,Estrategia,-11.111111111111109
Vandal,Ramón Nafria,Touhou Genso Rondo: Bullet Ballet,6.5,3.25,3.6,NIS America,PS4,Shoot'em up Shooter,10.769230769230774
3D Juegos,Álvaro Castellano,Battlefield: Bad Company 2: Vietnam,8.7,4.35,4.0,None, PC PS3 360,None,-8.045977011494246
revogamers,Javier Aranda, To the Moon,8.0,4.0,4.0,X.D. Network,Nintendo Switch,"Aventura, Novela visual",0.0
Vandal,Juan Rubio,Halo: Spartan Assault,7.0,3.5,4.0,Microsoft,Xbox One PC 360,Shooter en tercera persona,14.285714285714285
revogamers,Marcos Catalán, Hover,7.0,3.5,3.17,None,"eShop, Nintendo Switch",None,-9.428571428571429
Gamereactor,Rasmus Lund-Hansen,Escape Dead Island,6.0,3.0,3.0,Deep Silver," PC, PS3, 360",Acción,0.0
Vandal,Alberto González,Vikings: Wolves of Midgard,6.0,3.0,3.38,Kalypso Media,PS4 PC Xbox One,Action-RPG Hack and Slash,12.666666666666664
Gamereactor,Mika Sorvari,Lucius,6.0,3.0,2.67,Lace Mamba Group, PC,Terror,-11.000000000000005
Vandal,Sara Borondo,Kinectimals: ¡Ahora con osos!,7.5,3.75,3.67,Microsoft,360,Animales y mascotas Kinect,-2.1333333333333355
Gamereactor,David Caballero,Pro Evolution Soccer 2019,9.0,4.5,4.0,Konami," PC, Xbox One, PS4",Deportes,-11.111111111111109
Vandal,Pablo Grandío,Sonic Generations,7.5,3.75,3.33,SEGA,Nintendo Nintendo 3DS PS3 360 PC,Plataformas,-11.199999999999998
Vandal,Jorge Cano,Kingdoms of Amalur: Reckoning,8.1,4.05,4.33,EA,360 PS3 PC,Action-RPG Hack and Slash Mundo abierto,6.913580246913586
3D Juegos,Alejandro Pascual,DiRT 4,8.0,4.0,3.38,None,PC PS4 Xbox One,None,-15.500000000000005
Gamereactor,Kim Orremark,Kingdom Hearts 1.5 + 2.5 Remix,7.0,3.5,4.0,Square Enix, PS4,RPG,14.285714285714285
Vandal,Fran G. Matas,The Outer Worlds,7.8,3.9,3.25,Take-Two Interactive,Switch PC Xbox One PS4,Action-RPG Aventura de acción,-16.666666666666664
meristation,Javi Andrés,Los Sims 3,6.0,3.0,3.12,EA,Nintendo 3DS,Simulación                    ,4.000000000000004
Vandal,Manu Delgado,No Straight Roads,5.5,2.75,2.67,Metronomik,PS4 PC Xbox One Switch,Arcade Ritmo,-2.9090909090909114
3D Juegos,David Hernández,Bakugan,6.1,3.05,4.0,None,PS3 360 Wii DS PS2,None,31.147540983606568
meristation,acastillo117,Total War: Warhammer II,8.5,4.25,3.8,SEGA,PC,"Strategy, Real-Time                    ",-10.58823529411765
3D Juegos,Jesús Bella,Sonic Mania,8.5,4.25,3.8,None,PC PS4 Xbox One Switch,None,-10.58823529411765
3D Juegos,Sergio Martín,Monument Valley 2,9.0,4.5,3.5,None,Android iPhone,None,-22.222222222222218
revogamers,Cristina Calero, Collection of Mana,7.5,3.75,4.0,Square Enix LTD,Nintendo Switch,Rol (RPG),6.666666666666668
Vandal,Carlos Leiva,Men of War: Vietnam,7.0,3.5,2.67,1C Company,PC,Estrategia en tiempo real Estrategia,-23.714285714285715
Gamereactor,Kieran Harris,No Man's Sky: Next,8.0,4.0,3.8,505 Games," PS4, PC, Xbox One",Simulación,-5.000000000000004
Gamereactor,Kieran Harris,AO Tennis 2,7.0,3.5,3.33,Bigben Interactive," Nintendo Switch, PC, PS4, Xbox One",Deportes,-4.857142857142856
Vandal,Carlos Leiva,Halo: The Master Chief Collection,9.2,4.6,4.33,Microsoft,Xbox One PC,Shooter en primera persona,-5.869565217391296
meristation,Enrique García,The Walking Dead: Season Two - Episode 2: A House Divided,8.0,4.0,4.0,None,360 PC PS3 Mac Vita iPhone iPad,"Aventura Gráfica, Survival Horror                    ",0.0
3D Juegos,Alberto Pastor,The Escapists 2,7.5,3.75,4.2,None,PC PS4 Xbox One Switch Mac Linux,None,12.000000000000005
3D Juegos,Jesús Bella,Virtua Tennis 2009,6.8,3.4,3.5,None,PC PS3 360 Wii,None,2.941176470588238
Vandal,Carlos Leiva,World of Final Fantasy,7.0,3.5,3.57,Square Enix,PS4 VitaITA PC,JRPG Rol,1.999999999999996
Vandal,Alberto González,Ancestors Legacy,7.5,3.75,3.88,1C Company,PS4 PC Xbox One Switch,Estrategia en tiempo real Estrategia,3.466666666666664
3D Juegos,David Hernández,Rhythm Paradise,8.8,4.4,4.0,None,Wii DS,None,-9.090909090909099
3D Juegos,Alejandro Pascual,Project Cars,8.5,4.25,3.45,None,PC PS4 Xbox One Wii U,None,-18.823529411764703
Vandal,Sara Borondo,Sing Party,5.5,2.75,3.0,Nintendo,Wii U,Karaoke Musical,9.090909090909092
3D Juegos,Sergio Martín,Heroki,7.0,3.5,3.33,None,iPhone,None,-4.857142857142856
revogamers,varju, Nine Parchments,7.5,3.75,3.67,None,"eShop, Nintendo Switch",None,-2.1333333333333355
Vandal,Jorge Cano,New Super Mario Bros. U,8.1,4.05,2.67,Nintendo,Wii U,Plataformas,-34.074074074074076
Vandal,Carlos Leiva,Final Fantasy XIV: A Realm Reborn,9.5,4.75,3.67,Square Enix,PS4 PS3 PC,MMORPG,-22.73684210526316
Vandal,Alberto González,Real Football 2012,6.5,3.25,3.0,Gameloft,iPhone,Deportes Fútbol,-7.6923076923076925
