site,author,game,score,score_adj,stars_mean,company,platform,genre,score_deviation
meristation,Yago Lago,Morkredd,7.5,3.75,4.12,Aspyr,PC XBO XBS,Aventura                    ,9.866666666666669
Vandal,Juan Rubio,Need for Speed: Hot Pursuit Remastered - Análisis,7.5,3.75,3.75,Electronic Arts,PS4 Xbox One PC Switch,Carreras arcade Velocidad,0.0
Gamereactor,Sergio Figueroa,Balan Wonderworld,6.0,3.0,3.2,Square Enix," Nintendo Switch, PC, PS4, PS5, Xbox One, Xbox Series X",Plataformas,6.666666666666672
revogamers,Mercedes R.,Análisis de Deiland: Pocket Planet Edition,7.5,3.75,3.8,None,Nintendo Switch,None,1.3333333333333286
Vandal,Juan Rubio,Twin Mirror - Análisis,6.5,3.25,2.75,Bandai Namco,PS4 Xbox One PC,Aventura de acción,-15.384615384615385
meristation,Alejandro Castillo - @acastillo117,Paradise Lost,6.0,3.0,3.2,All in! Games,PC PS5 XBS PS4 XBO,Aventura                    ,6.666666666666672
meristation,"Borja Ruete
borjaruete",Assassin's Creed Valhalla,8.6,4.3,3.62,Ubisoft,PC PS4 XBO PS5 STD XBS,"Aventura, Acción                    ",-15.813953488372087
revogamers,Carlos Firás,Análisis de Arrog,5.0,2.5,3.0,None,Nintendo Switch,None,20.0
meristation,"Rubén Martínez
ruvenmb",No More Heroes,9.0,4.5,3.0,Rising Star Games,Wii NSW,"Acción, Aventura                    ",-33.33333333333333
Vandal,Carlos Leiva,Disc Room - Análisis,8.0,4.0,4.0,Devolver Digital,PC Switch Xbox One PS4,Puzle,0.0
Vandal,Manu Delgado,Alba: A Wildlife Adventure - Análisis,8.0,4.0,3.33,ustwo games,PC iPhone Switch,Aventura de exploración y puzles Aventura narrativa,-16.75
Gamereactor,Ben Lyons,"Empire of Sin (PC, Switch, PS4, Xbox One)",7.0,3.5,3.17,Paradox Interactive," Nintendo Switch, PC, PS4, Xbox One",Estrategia,-9.42857142857143
revogamers,Javier Aranda,Análisis de Freddy Spaghetti,6.0,3.0,3.0,Ratalaika Games,Nintendo Switch,"Arcade, Aventura, Simulación",0.0
meristation,Alejandro Castillo - @acastillo117,Demon's Souls,9.5,4.75,3.88,PlayStation Studios,PS5,"Acción, RPG                    ",-18.315789473684212
revogamers,Javier Aranda,Análisis de Shady Part of Me,8.0,4.0,3.67,Focus Home Interactive,Nintendo Switch,"Aventura, Puzle",-8.250000000000002
Vandal,Juan Rubio,FUSER - Análisis,8.3,4.15,4.0,NCSOFT,PS4 Xbox One Switch PC,Musical Ritmo,-3.6144578313253093
meristation,Cristian Ciuraneta,Party Hard 2,7.2,3.6,3.0,tinyBuild,PC PS4 XBO NSW,Acción                    ,-16.666666666666668
Gamereactor,Kieran Harris,"Helheim Hassle (PS4, PC, Nintendo Switch, Xbox One)",7.0,3.5,3.67,Perfectly Paranormal," Nintendo Switch, PC, PS4, Xbox One",None,4.857142857142855
Gamereactor,Jonas Mäki,Gears 5: Machacacolmenas,8.0,4.0,3.33,Microsoft," PC, Xbox One",Acción,-16.75
meristation,"Jose María Villalobos
JMVillalobos1",Baobabs Mausoleum Grindhouse Edition,7.5,3.75,3.14,Zerouno Games,PC NSW PS4 XBO PS5 XBS,Aventura                    ,-16.266666666666662
Gamereactor,Sergio Figueroa,Star Wars: Tales from the Galaxy's Edge (Oculus Quest),8.0,4.0,3.0,Inc., Oculus Quest,Acción,-25.0
revogamers,Javier Aranda,Análisis de Overcooked! All You Can Eat,9.5,4.75,3.67,Team17,Nintendo Switch,"Arcade, Simulación",-22.736842105263158
Gamereactor,Kieran Harris,"Turrican Flashback (Nintendo Switch, PS4)",7.0,3.5,3.75,ININ Games," Nintendo Switch, PS4",Acción,7.142857142857142
meristation,"Rocío Torrejón
SeraPhiim_",Sword of the Necromancer,6.5,3.25,3.29,Jandusoft,PC NSW PS4 XBO,"Acción, RPG                    ",1.2307692307692317
Gamereactor,Silje Marie Ruud Slette,Bugsnax,7.0,3.5,3.5,Young Horses," PC, PS4, PS5",Aventura,0.0
meristation,"Jose María Villalobos
JMVillalobos1",Horace,8.0,4.0,3.43,505 Games,PC NSW,Plataformas                    ,-14.249999999999996
revogamers,Javier Aranda,Análisis de Raji: An Ancient Epic,8.0,4.0,3.67,Super.com,Nintendo Switch,"Aventura, Puzle",-8.250000000000002
Vandal,Ramón Varela,Ys IX: Monstrum Nox - Análisis,8.3,4.15,3.67,NIS America,PS4 Switch PC,JRPG Rol,-11.566265060240973
Gamereactor,Ben Lyons,Immortals: Fenyx Rising - Mitos del reino del Este,8.0,4.0,3.5,Ubisoft," PC, PS4, Xbox One, Nintendo Switch, PS5, Xbox Series X",Acción,-12.5
Vandal,Juan Rubio,NBA 2K21 - Análisis,8.7,4.35,4.2,2K Sports,Xbox Series X/S PC PS4 Xbox One Switch PS5,Baloncesto Deportes,-3.4482758620689538
meristation,"Ricardo Fernández
RicardoFAndres",Cathedral,7.0,3.5,3.75,Decemborn Interactive,PC NSW,"Plataformas, Acción                    ",7.142857142857142
revogamers,Javier Aranda,Análisis de Gnosia,9.0,4.5,4.0,PLAYISM,Nintendo Switch,"Aventura, Rol (RPG)",-11.11111111111111
revogamers,Javier Aranda,Análisis de Vigil: The Longest Night,8.0,4.0,3.67,Another Indie,Nintendo Switch,"Acción, Aventura",-8.250000000000002
revogamers,Javier Aranda,Análisis de Golf Zero,7.0,3.5,3.5,Ratalaika Games,Nintendo Switch,"Deportes, Plataformas",0.0
revogamers,Manuel Luis Mena,Análisis de Gibbous: A Cthulhu Adventure,8.0,4.0,4.0,None,Nintendo Switch,None,0.0
revogamers,Marcos Catalán,Análisis de FEZ,9.0,4.5,3.67,Polytron,Nintendo Switch,"Aventura, Otros, Plataformas, Puzle",-18.444444444444446
revogamers,Marcos Catalán,Análisis de Kingdoms of Amalur: Re-Reckoning,7.5,3.75,2.75,None,Nintendo Switch,None,-26.666666666666668
Gamereactor,Ben Lyons,Cyber Shadow,7.0,3.5,3.25,Yacht Club Games," PC, Nintendo Switch, PS4, Xbox One",Acción,-7.142857142857142
Gamereactor,Petter Lundberg,Dead Cells: Fatal Falls DLC,8.0,4.0,4.0,Motion Twin, Nintendo Switch,Acción,0.0
Gamereactor,Mike Holmes,Age of Empires III: Definitive Edition,8.0,4.0,4.25,Microsoft, PC,Estrategia,6.25
Gamereactor,Ben Lyons,Quantum League,9.0,4.5,3.5,Nimble Giant Entertainment," PC, Xbox One, PS4, Nintendo Switch",Acción,-22.22222222222222
meristation,"Pablo González
Caith_Sith",A Tale of Paper,7.4,3.7,3.8,Gammera Nest,PS4,Aventura                    ,2.7027027027026933
Gamereactor,Petter Hegevall,Dirt 5,3.0,1.5,2.4,Codemasters," PC, PS4, PS5, Stadia, Xbox One, Xbox Series X",Carreras,60.0
Vandal,Sergio Martín,Horace - Análisis,8.5,4.25,4.2,505 Games,Switch PC,Aventura de exploración y puzles Plataformas 2D,-1.17647058823529
Vandal,Jorge Cano,Devil May Cry 5 Special Edition - Análisis,8.5,4.25,3.83,Capcom,PS5 Xbox Series X/S,Acción Hack and Slash,-9.88235294117647
revogamers,Javier Aranda,Análisis de Thunderflash,6.5,3.25,3.5,Ratalaika Games,Nintendo Switch,"Arcade, Run'n'Gun",7.6923076923076925
meristation,Aarón Rodríguez,Sakuna: Of Rice and Ruin,8.2,4.1,4.0,Marvelous AQL,PS4 NSW,"Plataformas, Acción, Gestión                    ",-2.439024390243894
revogamers,Javier Aranda,Análisis de Littlewood,8.0,4.0,3.67,SmashGames,Nintendo Switch,"Aventura, Rol (RPG), Simulación",-8.250000000000002
meristation,jose Luis López de Garayo,Olija,8.3,4.15,3.8,Devolver Digital,PC PS4 XBO NSW,"Plataformas, Acción                    ",-8.433734939759049
Vandal,Juan Rubio,Capcom Arcade Stadium - Análisis,7.7,3.85,4.0,Capcom,Switch PS4 Xbox One PC,Compilacion Otros,3.896103896103894
meristation,"Salva Fernàndez
salbaFR",Medal of Honor: Above and Beyond,6.5,3.25,3.44,Respawn Entertainment,PC,"Acción, First Person Shooter                    ",5.846153846153845
meristation,"Jose María Villalobos
JMVillalobos1",DOOM 3: VR Edition,7.0,3.5,3.0,Bethesda Softworks,PS4 PS5,"Acción, First Person Shooter                    ",-14.285714285714285
meristation,"Jose María Villalobos
JMVillalobos1",Maquette,7.0,3.5,3.5,Annapurna Interactive,PC,Aventura                    ,0.0
meristation,Alejandro Castillo - @acastillo117,Disco Elysium: The Final Cut,9.4,4.7,3.6,ZA/UM,PC PS4 PS5 XBS NSW XBO STD,RPG                    ,-23.404255319148938
Vandal,Sergio Martín,Part Time UFO - Análisis,7.7,3.85,3.75,Nintendo,Switch iPhone Android,Puzle,-2.5974025974025996
Gamereactor,Ben Lyons,Sackboy: Una Aventura a lo Grande,8.0,4.0,3.8,Sony," PS4, PS5",Plataformas,-5.000000000000004
revogamers,Javier Aranda,Análisis de DEEMO Reborn,8.0,4.0,3.5,RAYARK,Nintendo Switch,"Aventura, Música, Puzle",-12.5
meristation,"Rubén Martínez
ruvenmb",Shoot 1UP DX,5.5,2.75,3.0,Mommy's Best Games,PC PS4 NSW XBO,"Acción, Shoot'em up                    ",9.090909090909092
revogamers,David Morillo,Análisis de Chronos: Before the Ashes,6.5,3.25,2.8,"Gunfire Games, THQ Nordic",Nintendo Switch,"Aventura, Rol (RPG)",-13.846153846153852
revogamers,Marcos Catalán,Análisis de FEZ,9.0,4.5,3.67,Polytron,Nintendo Switch,"Aventura, Otros, Plataformas, Puzle",-18.444444444444446
meristation,"Marta Oller
martaaax00",Remothered: Broken Porcelain,5.0,2.5,3.0,Modus Games,PC PS4 XBO NSW,"Aventura, Acción                    ",20.0
meristation,"Francisco Alberto Serrano
faserranoacosta",Cyberpunk 2077,4.0,2.0,3.85,CD Projekt RED,XBO PS4 STD PC,"Acción, RPG                    ",92.5
revogamers,Javier Aranda,Análisis de ScourgeBringer,8.0,4.0,3.5,Plug In Digital,Nintendo Switch,"Arcade, Lucha, Plataformas",-12.5
revogamers,José Moreno,Análisis de Super Sports Blast,7.5,3.75,3.67,None,Nintendo Switch,None,-2.1333333333333355
meristation,"Rocío Torrejón
SeraPhiim_",SpellForce 3: Fallen God,8.0,4.0,3.89,THQ Nordic,PC,"RPG, Estrategia, Tiempo real                    ",-2.749999999999997
revogamers,José Moreno,Análisis de Drawn to Life Two Realms,8.0,4.0,3.67,None,Nintendo Switch,None,-8.250000000000002
meristation,Cesar Otero @DieOpheliac,Cobra Kai: The Karate Kid Saga Continues,7.2,3.6,3.67,GameMill Entertainment,PS4 XBO NSW,"Acción, Beat'em up                    ",1.94444444444444
revogamers,Javier Aranda,Análisis de Romance of the Three Kingdoms XIV Diplomacy and Strategy Pack Bundle,8.0,4.0,4.0,Koei Tecmo,Nintendo Switch,Estrategia,0.0
Gamereactor,David Caballero,Pikmin 3 Deluxe,8.0,4.0,3.6,Nintendo, Nintendo Switch,Simulación,-9.999999999999998
meristation,Aarón Rodríguez,Brigandine: The Legend of Runersia,7.8,3.9,3.78,Happinet Games,NSW PS4,"Estrategia, RPG, Por turnos, Táctico                    ",-3.0769230769230798
meristation,Cristian Ciuraneta,Hotshot Racing,7.5,3.75,3.86,Curve Digital,XBO NSW PC PS4,Conducción                    ,2.93333333333333
Gamereactor,Kieran Harris,Capcom Arcade Stadium,7.0,3.5,4.2,Capcom, Nintendo Switch,Acción,20.000000000000004
Vandal,Juan Rubio,Overcooked! All You Can Eat - Análisis,8.5,4.25,4.0,Team 17,PS5 Xbox Series X/S PS4 Switch PC Xbox One,Acción Arcade,-5.88235294117647
meristation,"Jose María Villalobos
JMVillalobos1",Mundaun,7.5,3.75,3.83,MWM Interactive,PS4 PC XBO PS5 XBS,Aventura                    ,2.1333333333333355
revogamers,Javier Aranda,Análisis de Blue Fire,8.0,4.0,4.0,Graffiti Games,Nintendo Switch,"Acción, Aventura, Plataformas",0.0
revogamers,Javier Aranda,Análisis de Fitness Boxing 2: Rhythm & Exercise,7.5,3.75,4.0,Nintendo,Nintendo Switch,"Deportes, Música",6.666666666666667
meristation,"Salva Fernàndez
salbaFR",The Nioh Collection,8.5,4.25,3.5,Koei Tecmo,PS5,"Acción, RPG                    ",-17.647058823529413
meristation,"Rocío Torrejón
SeraPhiim_",Kaze and the Wild Masks,8.2,4.1,3.5,Soedesco,PC PS4 XBO NSW,Plataformas                    ,-14.634146341463408
revogamers,Mercedes R.,Análisis de Harvest Moon: Un Mundo Único,6.5,3.25,3.0,None,Nintendo Switch,None,-7.6923076923076925
Gamereactor,Daniel Andersen,MLB The Show 21,9.0,4.5,4.0,Sony Interactive Entertainment," PS4, PS5, Xbox One, Xbox Series X",Deportes,-11.11111111111111
revogamers,Wences A. Machado,Análisis de Bravely Default II,8.0,4.0,3.36,None,Nintendo Switch,None,-16.000000000000004
Gamereactor,Sergio Figueroa,Doom Eternal: The Ancient Gods - Primera Parte,8.0,4.0,3.25,Bethesda Softworks," Nintendo Switch, PC, PS4, PS5, Stadia, Xbox One, Xbox Series X",Acción,-18.75
meristation,"Sergio C. González
Sergio5Glez",The Falconeer,6.5,3.25,2.83,Wired Productions,PC XBS XBO,"Acción, RPG, Disparos                    ",-12.92307692307692
Vandal,Juan Rubio,Doom Eternal - Análisis,8.3,4.15,4.25,Bethesda,Switch PC Xbox One PS4 Xbox Series X/S PS5,Shooter en primera persona,2.4096385542168584
meristation,"Jose María Villalobos
JMVillalobos1",Chronos: Before the Ashes,6.0,3.0,2.88,THQ Nordic,PC PS4 XBO NSW,"Aventura, Acción                    ",-4.0000000000000036
revogamers,Carlos Firás,Análisis de Stubbs the Zombie in Rebel Without a Pulse,6.5,3.25,3.0,None,Nintendo Switch,None,-7.6923076923076925
revogamers,Marcos Catalán,Análisis de Gods Will Fall,7.5,3.75,2.75,Clever Beans,Nintendo Switch,"Acción, Lucha",-26.666666666666668
Gamereactor,Ben Lyons,"Hitman 3 (PS5, Xbox Series, PC, Switch, Stadia)",9.0,4.5,4.5,IO Interactive," PS5, Xbox Series X, PC, PS4, Xbox One, Nintendo Switch, Stadia",Acción,0.0
Vandal,Jorge Cano,Assassin's Creed Valhalla - Análisis,8.0,4.0,3.44,Ubisoft,PS4 PC Xbox One Xbox Series X/S PS5,Action-RPG Aventura de acción Mundo abierto Sigilo,-14.000000000000002
Gamereactor,Kieran Harris,"Haven (PS5, Xbox Series X, PC, Nintendo Switch)",6.0,3.0,3.75,The Game Bakers," Nintendo Switch, PC, PS4, PS5, Xbox One",RPG,25.0
Vandal,Fran G. Matas,Outriders - Análisis,7.0,3.5,3.0,Square Enix,PS5 Xbox One PS4 PC Xbox Series X/S,Aventura de acción Cooperativo online Shooter multijugador,-14.285714285714285
revogamers,José Moreno,Análisis de BodyQuest,7.5,3.75,3.67,None,Nintendo Switch,None,-2.1333333333333355
revogamers,Javier Aranda,Análisis de HEAL: Console Edition,7.0,3.5,3.5,Ratalaika Games,Nintendo Switch,"Aventura, Puzle",0.0
Gamereactor,Ben Lyons,PAC-MAN Mega Tunnel Battle,7.0,3.5,3.8,Bandai Namco, Stadia,Acción,8.571428571428566
meristation,Yago Lago,Shady Part of Me,7.6,3.8,3.4,Focus Home Interactive,PC PS4 XBO NSW,Aventura                    ,-10.526315789473681
revogamers,Javier Aranda,Análisis de SaGa Frontier Remastered,8.0,4.0,4.0,None,Nintendo Switch,None,0.0
Gamereactor,Sergio Figueroa,Destruction Allstars (PS5),6.0,3.0,2.8,None, PS5,Deportes,-6.666666666666672
revogamers,Javier Aranda,Análisis de Say No! More,7.5,3.75,3.67,Thunderful,Nintendo Switch,"Aventura, Simulación",-2.1333333333333355
meristation,"Sergi Blanch
motenai",Star Wars: Squadrons,7.5,3.75,3.4,Electronic Arts,PS4 PC XBO,"Acción, Disparos                    ",-9.333333333333336
Vandal,Manu Delgado,El Hijo - Análisis,6.0,3.0,2.8,HandyGames,PC Switch Xbox One PS4,Arcade Sigilo,-6.666666666666672
revogamers,Javier Aranda,Análisis de No More Heroes,7.5,3.75,4.0,Marvelous,Nintendo Switch,Acción,6.666666666666667
revogamers,Javier Aranda,Análisis de Ghosts ‘n Goblins Resurrection,8.0,4.0,4.0,Capcom,Nintendo Switch,"Acción, Arcade",0.0
meristation,Cesar Otero (@Dieopheliac),The Dark Pictures Anthology: Little Hope,7.7,3.85,3.38,Bandai Namco Entertainment,PC PS4 XBO,Aventura                    ,-12.207792207792213
Gamereactor,Sergio Figueroa,Space Channel 5 VR: Kinda Funky News Flash! - Tus 20 minutos de gloria,7.0,3.5,3.25,Sega," PC, PS4",Música,-7.142857142857142
meristation,"Laura Luna
LauraLunaLu",Kosmokrats,5.5,2.75,2.83,Modern Wolf,PC NSW,"Aventura, Puzle                    ",2.9090909090909114
revogamers,Javier Aranda,Análisis de Paw Paw Paw,5.0,2.5,2.5,None,Nintendo Switch,None,0.0
Gamereactor,Johan Vahlström,MotoGP 21,7.0,3.5,3.33,Milestone," Nintendo Switch, PC, PS4, PS5, Xbox One, Xbox Series X",Carreras,-4.857142857142855
Vandal,Juan Rubio,DIRT 5 - Análisis,8.5,4.25,3.4,Codemasters,PS4 PC Xbox One Xbox Series X/S PS5,Rally Velocidad,-20.0
meristation,"Francisco Alberto Serrano
faserranoacosta",Devil May Cry 5: Special Edition,8.5,4.25,3.83,Capcom,PS5 XBS,"Acción, Beat'em up                    ",-9.88235294117647
Vandal,Juan Rubio,Fitness Boxing 2: Rhythm & Exercise - Análisis,7.0,3.5,3.5,Nintendo,Switch,Deportes Fitness,0.0
Gamereactor,Ben Lyons,"Rainbow Six: Siege (PS5, Xbox Series X)",8.0,4.0,4.0,Ubisoft," PC, Xbox One, PS4, PS5, Xbox Series X",Acción,0.0
Vandal,Carlos Leiva,Persona 5: Strikers - Análisis,8.2,4.1,3.67,SEGA,PS4 PC Switch,Action-RPG Musou,-10.487804878048774
Gamereactor,Ricardo C. Esteves,Astro's Playroom,9.0,4.5,3.5,Sony, PS5,Aventura,-22.22222222222222
meristation,David Arroyo,Pacer,8.0,4.0,3.22,R8 Games,PC PS4 XBO,Conducción                    ,-19.499999999999996
Gamereactor,Kieran Harris,Need for Speed: Hot Pursuit Remastered,6.0,3.0,3.5,EA," Nintendo Switch, PC, PS4, Xbox One",Carreras,16.666666666666664
Vandal,Sergio Martín,Onee Chanbara Origin - Análisis,6.5,3.25,3.5,D3 Publisher,PS4 PC,Acción Hack and Slash,7.6923076923076925
meristation,"Paula Croft 
paulacroft02 ",It Takes Two,9.2,4.6,3.88,Electronic Arts,PC PS4 XBO PS5 XBS,"Aventura, Acción                    ",-15.652173913043473
Vandal,Carlos Leiva,Bravely Default 2 - Análisis,8.2,4.1,4.0,Nintendo,Switch,JRPG Rol,-2.439024390243894
Vandal,Fran G. Matas,Watch Dogs Legion - Análisis,8.5,4.25,3.73,Ubisoft,PS4 PC Xbox One Xbox Series X/S PS5,Aventura de acción Mundo abierto Tipo GTA,-12.23529411764706
Gamereactor,Juan A. Fonseca,Bravely Default II,8.0,4.0,3.17,Square Enix, Nintendo Switch,RPG,-20.75
Vandal,Sergio Martín,Blue Fire - Análisis,7.3,3.65,3.5,Graffiti Games,PC Switch PS4,Aventura de acción Plataformas 3D,-4.109589041095888
Gamereactor,Ben Lyons,Sackboy: Una Aventura a lo Grande en multijugador (PS5 y PS4),9.0,4.5,3.33,Sony," PS4, PS5",Plataformas,-26.0
Vandal,Sergio Martín,Oceanhorn 2: Knights of the Lost Realm - Análisis,7.4,3.7,3.83,FDG Entertainment,Switch iPhone PC Xbox One PS4,Action-RPG Aventura de acción,3.51351351351351
Vandal,Sergio Martín,Werewolf: The Apocalypse - Earthblood - Análisis,6.0,3.0,3.0,Nacon,PS5 PC Xbox One PS4 Xbox Series X/S,RPG Occidental Rol,0.0
Gamereactor,Juan A. Fonseca,Pokémon Espada y Escudo: Nieves de la Corona,8.0,4.0,3.83,Nintendo, Nintendo Switch,RPG,-4.249999999999998
revogamers,Marcos Catalán,Análisis de Jurassic World Evolution: Complete Edition,8.0,4.0,3.8,Frontier Developments,Nintendo Switch,"Aventura, Estrategia, Otros, Simulación",-5.000000000000004
meristation,"Ricardo Fernández
RicardoFAndres",World of Warcraft: Shadowlands,8.0,4.0,3.44,Blizzard Entertainment,PC,"RPG, Acción, Multijugador masivo online                    ",-14.000000000000002
meristation,Rubén Vázquez,Everhood,7.4,3.7,3.4,Foreign Gnomes,PC NSW,RPG                    ,-8.108108108108116
Vandal,Sergio Martín,Override 2: Super Mech League - Análisis,7.0,3.5,3.6,Modus Games,PS5 PC Xbox Series X/S Xbox One PS4 Switch,Lucha 3D Multijugador Online,2.85714285714286
Vandal,Juan Rubio,Maquette - Análisis,7.2,3.6,3.0,Annapurna Interactive,PS5 PC PS4,Aventura de exploración y puzles Puzle,-16.666666666666668
meristation,"Salva Fernàndez
salbaFR",FIFA 21,7.6,3.8,3.5,Electronic Arts,PC PS5 XBS XBO NSW PS4,Deportes                    ,-7.894736842105258
Gamereactor,Kieran Harris,Planet Coaster: Console Edition - A los mandos del simulador,8.0,4.0,3.5,None," PS4, PS5, Xbox One, Xbox Series X",None,-12.5
Vandal,Fran G. Matas,Destiny 2: Más allá de la luz - Análisis,7.5,3.75,3.38,Bungie,PS4 Xbox One PC Xbox Series X/S PS5,Shooter en primera persona Shooter multijugador,-9.866666666666669
revogamers,Javier Aranda,Análisis de Astrologaster,7.0,3.5,3.33,Plug In Digital,Nintendo Switch,Aventura,-4.857142857142855
Gamereactor,Ben Lyons,Ghostrunner,8.0,4.0,3.8,All In! Games," PC, PS4, Xbox One, Nintendo Switch, Xbox Series X, PS5",Acción,-5.000000000000004
revogamers,Marcos Catalán,Análisis G.I. Joe: Operation Blackout,5.5,2.75,3.25,GameMill Entertainment,Nintendo Switch,"Acción, Aventura, Disparos (Shooter)",18.181818181818183
Gamereactor,Kalle Max Hofmann,Medal of Honor: Above and Beyond,8.0,4.0,3.71,Electronic Arts," Oculus Rift, PC",Acción,-7.250000000000001
meristation,"Rocío Torrejón
SeraPhiim_",Chicken Police: Paint it RED!,8.0,4.0,3.75,Handy Games,PC PS4 XBO NSW,Aventura                    ,-6.25
Vandal,Ramón Varela,SaGa Frontier Remastered - Análisis,7.0,3.5,3.4,Square Enix,PS4 iPhone PC Switch Android,JRPG Rol,-2.85714285714286
revogamers,Javier Aranda,Análisis de Electronic Super Joy 2,8.5,4.25,3.0,Hard Copy Games,Nintendo Switch,"Música, Plataformas",-29.411764705882355
revogamers,Marcos Catalán,Análisis de Cobra Kai: The Karate Kid Saga Continues,5.5,2.75,2.75,GameMill Entertainment,Nintendo Switch,"Acción, Arcade, Aventura, Lucha",0.0
revogamers,José Moreno,Análisis de Collection of SaGa Final Fantasy Legend,8.0,4.0,3.67,None,Nintendo Switch,None,-8.250000000000002
Gamereactor,Kieran Harris,"Alba: Una aventura mediterránea (Nintendo Switch, PC, móvil)",8.0,4.0,4.0,Ustwo," Android, iOS, Nintendo Switch, PC",Aventura,0.0
Gamereactor,Ben Lyons,Demon Skin,6.0,3.0,3.8,Buka Entertainment, PC,Acción,26.66666666666666
Vandal,Ramón Varela,Balan Wonderworld - Análisis,5.5,2.75,2.88,Square Enix,PS5 PS4 Xbox One Xbox Series X/S PC Switch,Plataformas 3D Plataformas,4.727272727272724
meristation,Aarón Rodríguez,Puyo Puyo Tetris 2,,,3.89,SEGA,PS4 XBO NSW PS5 XBX,Puzle                    ,
meristation,Cristian Ciuraneta,Ghostrunner,8.2,4.1,3.86,505 Games,NSW PC PS4 XBO PS5 XBS,"Aventura, Acción                    ",-5.85365853658536
Vandal,Carlos Leiva,It Takes Two - Análisis,8.6,4.3,4.0,Electronic Arts,PS4 PC Xbox One Xbox Series X/S PS5,Aventura narrativa Plataformas 3D,-6.976744186046507
Vandal,Sergio Martín,The Pathless - Análisis,8.0,4.0,4.0,Annapurna Interactive,PS5 PS4 PC iPhone,Aventura de exploración y puzles Aventura,0.0
revogamers,Marcos Catalán,Análisis de FEZ,9.0,4.5,3.67,Polytron,Nintendo Switch,"Aventura, Otros, Plataformas, Puzle",-18.444444444444446
Gamereactor,Ossi Mykkänen,Doom 3: VR Edition,8.0,4.0,3.75,Bethesda Softworks, PS4,Acción,-6.25
Vandal,Sergio Martín,Super Meat Boy Forever - Análisis,7.8,3.9,3.0,Team Meat,Switch PC PS4 Xbox One Android iPhone,Plataformas 2D Plataformas,-23.076923076923077
revogamers,Marcos Catalán,Análisis de Iris.Fall,6.5,3.25,3.0,NEXT Studios,Nintendo Switch,"Aventura, Puzle",-7.6923076923076925
revogamers,Carlos Firás,Análisis de Darq: Complete Edition,7.0,3.5,3.5,None,Nintendo Switch,None,0.0
meristation,David Arroyo,Vigil: The Longest Night,7.0,3.5,3.56,Another Indie,PC PS4 XBO NSW,"Plataformas, Acción                    ",1.7142857142857157
meristation,"Francisco J. Brenlla
franchuzas",Castlevania,7.5,3.75,3.45,Konami,N64,"Plataformas, Acción                    ",-7.999999999999995
meristation,"Débora Moro
npcdeb",Golden Force,6.5,3.25,3.17,No Gravity Games,NSW PC PS4 XBO,"Plataformas, Acción                    ",-2.4615384615384635
Vandal,Sergio Martín,Lost Words: Beyond the Page - Análisis,7.4,3.7,3.0,Modus Games,PC Xbox One Switch PS4,Aventura de exploración y puzles Plataformas de puzles,-18.918918918918923
revogamers,Marcos Catalán,Análisis de DOOM Eternal,8.5,4.25,2.86,"Bethesda Softworks, Panic Button",Nintendo Switch,"Acción en primera persona (FPS), Disparos (Shooter)",-32.70588235294118
Vandal,Juan Rubio,Shady Part of Me - Análisis,7.0,3.5,4.0,Focus Home Interactive,PC Xbox One Switch PS4,Aventura de exploración y puzles Aventura narrativa Plataformas de puzles,14.285714285714285
Gamereactor,David Caballero,Hyrule Warriors: La Era del Cataclismo,8.0,4.0,4.17,Nintendo, Nintendo Switch,Acción,4.249999999999998
revogamers,Javier Aranda,Análisis de Anodyne 2: Return to Dust,7.5,3.75,3.5,Ratalaika Games,Nintendo Switch,"Aventura, Rol (RPG)",-6.666666666666667
Vandal,Alberto González,Jurassic World Evolution: Complete Edition - Análisis,7.8,3.9,3.82,Frontier Developments,Switch PS4 PC Xbox One,Gestión - Tycoon Parques de atracciones,-2.051282051282053
Gamereactor,Fabrizia Malgieri,"Twin Mirror (PS4, PC, Xbox One)",6.0,3.0,2.4,Dontnod," PC, PS4, Xbox One",Aventura,-20.000000000000004
Gamereactor,Ben Lyons,"Sarawak (Nintendo Switch, PC, móviles)",8.0,4.0,4.33,Cowleyfornia Studios," Android, iOS, Nintendo Switch, PC",Aventura,8.250000000000002
revogamers,Wences A. Machado,Análisis de Puyo Puyo Tetris 2,7.0,3.5,3.4,None,Nintendo Switch,None,-2.85714285714286
meristation,"Ricardo Fernández
RicardoFAndres",Pang Adventures,7.0,3.5,3.5,DotEmu,PC XBO NSW IPH IPD AND PS4,"Acción, Disparos                    ",0.0
Gamereactor,Kieran Harris,Kingdom Hearts: Melody of Memory,8.0,4.0,3.0,Square Enix," Nintendo Switch, PS4, Xbox One, PC",Música,-25.0
meristation,"Salva Fernàndez
salbaFR",Bright Memory,8.0,4.0,3.75,PLAYISM,PC XBS,"Acción, First Person Shooter                    ",-6.25
Gamereactor,Ben Lyons,Apex Legends (Nintendo Switch),5.0,2.5,3.0,EA," Nintendo Switch, PC, PS4, Xbox One",Acción,20.0
Gamereactor,Paweł Matyjewicz,Werewolf: The Apocalypse - Earthblood,4.0,2.0,2.8,Nacon," PC, PS4, Xbox One, PS5, Xbox Series X",Acción,39.99999999999999
Gamereactor,Kieran Harris,Amnesia: Rebirth,8.0,4.0,3.75,Frictional Games," PC, PS4, PS5",Terror,-6.25
